City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
356,Ust'-Ilimsk,99,RU,1655374690,37,58.0006,102.6619,300.67,1.3
357,Dorgoş,67,RO,1655374825,32,46.05,21.8333,300.85,1.84
358,Ames,0,US,1655374825,98,42.0347,-93.6199,291.73,2.68
359,Callejones,100,HN,1655374825,99,15.1667,-88.65,293.58,0.53
360,Ponneri,66,IN,1655374826,54,13.3167,80.2,308.14,6.7
361,Starokozache,69,UA,1655374826,36,46.3372,29.9853,297.2,1.41
362,Bischofsheim,0,DE,1655374826,35,49.9939,8.3672,302.29,5.14
363,Rio Grande City,5,US,1655374827,86,26.3798,-98.8203,298.77,6.63
364,Bīghāpur Khurd,80,IN,1655374827,26,26.35,80.6833,313.03,5.88
365,Buarcos,95,PT,1655374827,67,40.166,-8.8768,294.08,2.02
366,Beloye,47,UA,1655374828,41,48.4952,39.0505,295.51,5.05
367,Amagbagan,100,PH,1655374829,77,16.0914,120.5232,301.83,3.13
368,Odicon,91,PH,1655374829,78,13.53,123.0588,301.52,2.33
369,Lishu,79,CN,1655374829,66,43.3047,124.3278,296.7,6.62
370,Pryazha,100,RU,1655374830,94,61.6926,33.6216,287.72,5.51
371,Amguri,100,IN,1655374830,93,26.8,94.5333,298.1,1.17
372,Güinope,100,HN,1655374830,96,13.8833,-86.9333,289.2,1.28
373,Melhus,100,NO,1655374831,85,63.2855,10.2781,286.96,0.28
374,Drøbak,82,NO,1655374831,48,59.6633,10.6298,294.57,0.59
375,Campolongo Maggiore Scolaro,0,IT,1655374831,52,45.3211,12.0467,302.65,1.54
376,Balaogan,96,PH,1655374655,78,13.4328,123.2818,301.33,0.71
377,Seoni Mālwa,100,IN,1655374832,62,22.45,77.4667,303.35,3.34
378,Cabimas,84,VE,1655374832,85,10.3883,-71.4399,298.82,1.0
379,Villanueva,75,HN,1655374832,94,15.3167,-88.0,296.5,0.0
380,Autazes,27,BR,1655374833,99,-3.5797,-59.1306,294.33,0.77
381,Dhekiajuli,100,IN,1655374833,96,26.7,92.5,297.21,0.6
382,San Carlos Sija,100,GT,1655374833,100,14.9833,-91.55,283.52,1.34
383,Kensington,0,AU,1655374834,64,-33.9167,151.2167,288.78,4.63
384,Sopot,20,PL,1655374834,48,54.4418,18.56,295.75,6.17
385,Otradnoye,21,RU,1655374834,53,59.7775,30.8181,290.95,6.35
386,Pentecoste,83,BR,1655374834,87,-3.7928,-39.2703,295.77,1.8
387,Provincia di Verona,0,IT,1655374835,48,45.4167,11.0333,303.38,1.54
388,Ankola,99,IN,1655374835,68,14.6667,74.3,302.66,3.3
389,Shugurovo,89,RU,1655374835,76,54.5083,52.1326,293.98,3.54
390,Hengshui,41,CN,1655374835,19,37.7322,115.7011,311.88,2.5
391,Novo Cruzeiro,49,BR,1655374836,95,-17.4681,-41.8753,284.92,0.36
392,Dangtu,23,CN,1655374836,41,31.5723,118.4928,307.18,3.29
393,Kalianget,40,ID,1655374836,81,-7.05,113.9333,300.93,5.29
394,Tlanepantla,91,MX,1655374836,72,18.85,-97.9,286.36,3.08
395,Grădinari,51,RO,1655374837,47,44.3922,25.8156,300.09,0.82
396,Creve Coeur,20,US,1655374837,79,38.6609,-90.4226,300.8,3.6
397,Khotyn,13,UA,1655374837,46,48.4833,26.5,295.05,1.48
398,Auchinleck,40,GB,1655374837,63,55.4716,-4.2934,291.92,3.09
399,Woodward,0,US,1655374838,68,36.4337,-99.3904,297.72,4.63
400,Buneşti,36,RO,1655374838,45,46.8333,27.9667,297.66,0.85
401,Kānor,87,IN,1655374839,43,24.4333,74.2667,306.79,6.22
402,Kupino,67,RU,1655374839,57,54.3663,77.2981,292.85,6.61
403,Itá,98,PY,1655374839,69,-25.4833,-57.35,293.81,4.12
404,Latiano,1,IT,1655374840,30,40.5529,17.7205,303.9,4.41
405,Kinston,0,US,1655374840,88,35.2627,-77.5816,294.11,0.0
406,Tocancipá,60,CO,1655374841,94,4.9653,-73.913,283.05,0.9
407,Dobroeşti,0,RO,1655374841,47,44.45,26.1833,300.24,3.09
408,Libertad,96,PH,1655374841,87,8.9442,125.5019,299.27,0.39
409,Atri,8,IT,1655374841,51,42.5778,13.9848,303.19,2.86
410,Triunfo,1,BR,1655374842,96,-29.9433,-51.7181,282.89,0.12
411,Grdelica,4,RS,1655374842,49,42.8934,22.0735,297.91,2.18
412,Everett,99,US,1655374842,89,47.979,-122.2021,286.01,0.45
413,Rindge,20,US,1655374842,92,42.7512,-72.0098,288.71,0.0
414,Fastovetskaya,27,RU,1655374843,39,45.9189,40.1589,298.84,5.31
415,Bila Tserkva,27,UA,1655374843,45,49.8094,30.1121,294.48,2.91
416,San Rafael,0,AR,1655374843,69,-34.6177,-68.3301,277.75,1.49
417,City of San Pedro,75,PH,1655374844,69,14.35,121.0167,303.9,3.6
418,Covington,20,US,1655374844,86,39.0837,-84.5086,299.96,2.57
419,Meziměstí,95,CZ,1655374844,47,50.6246,16.2421,297.46,4.04
420,Lom Sak,75,TH,1655374844,64,16.7798,101.2422,304.27,0.51
421,Pocking,65,DE,1655374845,66,48.4,13.3167,300.35,3.06
422,Mikrokambos,6,GR,1655374845,61,40.8408,22.7752,301.12,2.45
423,Freiberg,100,DE,1655374845,76,50.9167,13.3667,294.25,2.83
424,Handan,16,CN,1655374845,12,36.6006,114.4678,315.56,5.63
425,Kajatian,98,PH,1655374846,86,6.0311,120.9919,299.05,0.83
426,Montemor-o-Novo,98,PT,1655374846,41,38.6481,-8.2145,297.41,1.19
427,Zastron,12,ZA,1655374847,36,-30.3023,27.084,278.12,1.02
428,Neiva,32,CO,1655374847,75,2.9273,-75.2819,293.6,0.95
429,Kirundo Province,41,BI,1655374847,44,-2.5833,30.1667,299.25,2.29
430,High Level,0,CA,1655374847,82,58.5169,-117.136,285.21,3.09
431,Feroke,40,IN,1655374848,74,11.1774,75.8337,302.67,3.6
432,Yamada,100,JP,1655374647,87,39.4667,141.95,291.87,3.02
433,Clemencia,88,CO,1655374848,86,10.5665,-75.325,297.8,0.95
434,Pālghar,72,IN,1655374848,65,19.6833,72.75,303.9,6.21
435,Tansa,29,RO,1655374849,46,46.9167,27.2333,297.72,1.1
436,Lanchyn,20,UA,1655374849,50,48.5578,24.7562,294.57,2.99
437,Chuchkovo,26,RU,1655374849,52,54.2693,41.4465,293.91,2.33
438,Pozořice,20,CZ,1655374849,50,49.2098,16.7907,301.09,3.13
439,Kotikawatta,100,LK,1655374850,84,6.9269,79.9095,300.17,3.09
440,Asímion,2,GR,1655374850,42,35.05,25.1,300.77,4.87
441,Jangaon,100,IN,1655374850,43,17.7167,79.1833,306.72,2.09
442,Lopandino,1,RU,1655374850,52,52.4666,34.8163,293.13,4.42
443,Tarsus,0,TR,1655374851,48,36.9188,34.8784,305.36,3.35
444,Miceşti,71,RO,1655374851,36,44.95,24.8667,298.51,2.3
445,Patancheru,100,IN,1655374851,44,17.5314,78.265,305.63,2.61
446,Oranjestad,46,AW,1655374852,87,12.524,-70.027,300.01,11.0
447,Chhoti Sādri,65,IN,1655374852,39,24.3833,74.7,307.82,6.46
448,Pio,75,PH,1655374852,55,15.0466,120.5181,306.64,3.09
449,Willoughby,0,US,1655374852,73,41.6398,-81.4065,301.34,5.14
450,Cherusti,55,RU,1655374853,48,55.5498,40.0107,293.16,2.79
451,Mont-Saint-Aignan,0,FR,1655374853,38,49.4631,1.0936,298.94,3.09
452,Sagvåg,40,NO,1655374853,72,59.7786,5.3961,289.27,2.57
453,Zhangjiakou,28,CN,1655374854,37,40.81,114.8794,302.16,4.24
454,Boršice,20,CZ,1655374854,50,49.0625,17.3508,300.64,4.12
455,Overland,82,US,1655374854,78,38.7012,-90.3623,300.76,1.34
456,Marshall,0,US,1655374855,89,34.3834,-86.3333,296.14,1.54
457,Gemeente Oldenzaal,8,NL,1655374855,50,52.3,6.9333,295.93,3.58
458,Negraşi,39,RO,1655374855,39,44.6,25.1167,298.85,2.5
459,Oxford,20,GB,1655374855,55,51.7522,-1.256,297.45,1.54
460,Saku,100,JP,1655374856,70,36.2167,138.4833,293.58,0.8
461,Cristóbal Obregón,100,MX,1655374856,95,16.35,-93.5333,292.04,0.58
462,Wronki,58,PL,1655374856,44,52.7105,16.3804,298.45,2.41
463,Sokolov,0,CZ,1655374856,46,50.1813,12.6401,297.98,4.12
464,Smithers,100,CA,1655374857,82,54.7804,-127.1743,284.33,0.0
465,Redea,10,RO,1655374857,39,44.05,24.3,302.02,2.63
466,Bagupaye,59,PH,1655374694,72,13.5689,122.3936,301.87,0.6
467,Sapa,100,PH,1655374857,78,5.1544,120.3241,300.26,3.34
468,Olpe,13,DE,1655374858,47,51.0333,7.85,295.73,3.64
469,Mhasla,33,IN,1655374859,61,18.1333,73.1167,304.46,5.19
470,Canchungo,66,GW,1655374859,60,12.0672,-16.0333,301.22,4.55
471,Neuenrade,18,DE,1655374860,48,51.2833,7.7833,295.27,3.42
472,Tornyospálca,58,HU,1655374860,38,48.2667,22.1833,299.75,2.16
473,Toboso,70,PH,1655374636,74,10.7144,123.5162,301.85,1.67
474,Ramsi,98,EE,1655374860,89,58.3066,25.5416,286.52,2.98
475,Dalumangcob,62,PH,1655374861,86,7.2167,124.3,299.42,0.95
476,Maralal,60,KE,1655374861,35,1.0968,36.698,297.44,4.1
477,Baguer,81,PH,1655374705,89,7.2561,124.5042,298.85,1.39
478,Cansanção,13,BR,1655374861,88,-10.6672,-39.4992,289.92,2.45
479,Garbsen,40,DE,1655374861,50,52.4167,9.6,296.66,4.12
480,Parnamirim,20,BR,1655374862,88,-5.9156,-35.2628,298.09,3.09
481,Kamina,50,CD,1655374862,20,-8.7386,24.9906,302.23,4.22
482,Hœnheim,0,FR,1655374862,39,48.6222,7.7555,302.77,4.12
483,Remetea Mare,0,RO,1655374862,31,45.7794,21.3761,301.43,2.24
484,Lommel,20,BE,1655374863,48,51.2317,5.311,296.33,3.6
485,Nizhniy Chir,17,RU,1655374863,53,48.3597,43.0865,297.59,6.92
486,Armenia,4,AM,1655374863,48,40.0,45.0,293.21,3.42
487,Cartago,100,CO,1655374863,99,4.7464,-75.9117,293.79,0.75
488,Schrems,46,AT,1655374864,35,48.7833,15.0667,301.6,0.49
489,Tultitlán de Mariano Escobedo,100,MX,1655374864,73,19.6472,-99.1708,288.03,2.55
490,Wecker,0,LU,1655374864,31,49.6914,6.3883,299.39,5.14
491,La Gloria,100,CO,1655374864,95,8.6187,-73.8027,295.84,0.33
492,Arrondissement de Nice,63,FR,1655374865,50,44.0,7.25,297.93,3.59
493,Ise,100,JP,1655374865,93,34.4833,136.7,294.77,2.73
494,Nkpor,100,NG,1655374865,86,6.1516,6.8446,298.01,1.03
495,Calatagan,99,PH,1655374866,72,13.8833,120.65,302.66,3.58
496,Trhové Sviny,42,CZ,1655374866,31,48.8423,14.6392,302.06,2.74
497,Sribne,27,UA,1655374866,50,50.6638,32.9187,294.07,3.51
498,Vidalia,100,US,1655374866,94,32.2177,-82.4135,298.21,2.06
499,Nettuno,35,IT,1655374867,42,41.4826,12.679,307.77,5.13
